frame,video_time_s,run_elapsed_s,position_raw_percent,position_clamped_percent,position_smooth_percent,marker_progress
54,10.8,45.5994344042838,33.27968305054383,33.27968305054383,33.310984123537935,"{""10"": 0.3345747965995884, ""11"": 0.3310188644112882}"
55,11.0,45.7994344042838,33.32839616039368,33.32839616039368,33.310984123537935,"{""10"": 0.3350543236912084, ""11"": 0.33151359951666515}"
56,11.2,45.999434404283804,33.310984123537935,33.310984123537935,33.310984123537935,"{""10"": 0.33495437876119777, ""11"": 0.33126530370956087}"
57,11.4,46.1994344042838,33.324013948318246,33.324013948318246,33.310984123537935,"{""10"": 0.3351273431261279, ""11"": 0.331352935840237}"
58,11.6,46.3994344042838,33.287296961960955,33.287296961960955,33.287296961960955,"{""10"": 0.3347355569143126, ""11"": 0.33101038232490654}"
59,11.8,46.5994344042838,32.93681923498243,32.93681923498243,32.93681923498243,"{""10"": 0.3311102448012797, ""11"": 0.3276261398983689}"
60,12.0,46.7994344042838,32.31378541780047,32.31378541780047,32.31378541780047,"{""10"": 0.32493635208303356, ""11"": 0.3213393562729757}"
61,12.2,46.999434404283804,31.670474129373094,31.670474129373094,31.670474129373094,"{""10"": 0.3185304999874896, ""11"": 0.31487898259997227}"
62,12.4,47.1994344042838,30.777725020316606,30.777725020316606,30.777725020316606,"{""10"": 0.3095722537350179, ""11"": 0.30598224667131424}"
63,12.6,47.3994344042838,29.81526710717689,29.81526710717689,29.81526710717689,"{""10"": 0.29995005350239007, ""11"": 0.2963552886411477}"
64,12.8,47.5994344042838,28.7462584948872,28.7462584948872,28.7462584948872,"{""10"": 0.2891648367212939, ""11"": 0.28576033317645005}"
65,13.0,47.7994344042838,27.62336834953055,27.62336834953055,27.62336834953055,"{""10"": 0.27795539094647526, ""11"": 0.27451197604413585}"
66,13.2,47.999434404283804,26.59382166865598,26.59382166865598,26.59382166865598,"{""10"": 0.2678989665213198, ""11"": 0.26397746685179985}"
67,13.4,48.1994344042838,25.4733432072298,25.4733432072298,25.4733432072298,"{""10"": 0.2563858949080254, ""11"": 0.2530809692365706}"
68,13.6,48.3994344042838,24.456470747662674,24.456470747662674,24.456470747662674,"{""10"": 0.24647832642861225, ""11"": 0.2426510885246412}"
69,13.8,48.5994344042838,23.417666265470025,23.417666265470025,23.417666265470025,"{""10"": 0.2356635271886271, ""11"": 0.2326897981207734}"
70,14.0,48.7994344042838,22.350651869171088,22.350651869171088,22.350651869171088,"{""10"": 0.22515009051273113, ""11"": 0.2218629468706907}"
71,14.2,48.999434404283804,21.308765037758327,21.308765037758327,21.308765037758327,"{""10"": 0.21476038735992833, ""11"": 0.21141491339523819}"
72,14.4,49.1994344042838,20.27914605532439,20.27914605532439,20.27914605532439,"{""10"": 0.20457546064522758, ""11"": 0.20100746046126022}"
73,14.6,49.3994344042838,19.32208288624368,19.32208288624368,19.32208288624368,"{""10"": 0.19493994353385488, ""11"": 0.19150171419101872}"
74,14.8,49.5994344042838,18.33786270888395,18.33786270888395,18.33786270888395,"{""10"": 0.18496239079157517, ""11"": 0.18179486338610382}"
75,15.0,49.7994344042838,17.304526633268402,17.304526633268402,17.304526633268402,"{""10"": 0.17451505861858285, ""11"": 0.1715754740467852}"
76,15.2,49.999434404283804,16.25174780062667,16.25174780062667,16.25174780062667,"{""10"": 0.1639070581570734, ""11"": 0.16112789785546}"
77,15.4,50.1994344042838,15.197138551594785,15.197138551594785,15.197138551594785,"{""10"": 0.15326695834316448, ""11"": 0.15067581268873126}"
78,15.6,50.3994344042838,14.147966620529234,14.147966620529234,14.147966620529234,"{""10"": 0.1428068977536421, ""11"": 0.14015243465694258}"
79,15.8,50.5994344042838,13.094392482785858,13.094392482785858,13.094392482785858,"{""10"": 0.13231936463146313, ""11"": 0.12956848502425403}"
80,16.0,50.7994344042838,12.080314360680807,12.080314360680807,12.080314360680807,"{""10"": 0.12208303886829715, ""11"": 0.11952324834531902}"
81,16.2,50.999434404283804,11.024920381532052,11.024920381532052,11.024920381532052,"{""10"": 0.11134794118098526, ""11"": 0.10915046644965579}"
82,16.4,51.1994344042838,10.011474419185314,10.011474419185314,10.011474419185314,"{""10"": 0.10113216104607234, ""11"": 0.09909732733763393}"
83,16.6,51.3994344042838,9.062433592460287,9.062433592460287,9.062433592460287,"{""10"": 0.09173584588187769, ""11"": 0.08951282596732804}"
84,16.8,51.5994344042838,8.138156787377723,8.138156787377723,8.138156787377723,"{""10"": 0.08247994908135195, ""11"": 0.08028318666620253}"
85,17.0,51.7994344042838,7.433245230473917,7.433245230473917,7.433245230473917,"{""10"": 0.07511659118836546, ""11"": 0.0735483134211129}"
86,17.2,51.999434404283804,6.56336651255596,6.56336651255596,6.56336651255596,"{""10"": 0.06630810880000211, ""11"": 0.06495922145111709}"
87,17.4,52.1994344042838,5.516896548535478,5.516896548535478,5.516896548535478,"{""10"": 0.05592267941364197, ""11"": 0.05441525155706759}"
88,17.6,52.3994344042838,4.77731369945235,4.77731369945235,4.77731369945235,"{""10"": 0.048254539324379626, ""11"": 0.04729173466466737}"
89,17.8,52.5994344042838,4.096830295571148,4.096830295571148,4.096830295571148,"{""10"": 0.041659249542735165, ""11"": 0.04027735636868778}"
90,18.0,52.7994344042838,3.802147822768695,3.802147822768695,3.802147822768695,"{""10"": 0.03846509636956469, ""11"": 0.03757786008580921}"
91,18.2,52.999434404283804,3.341908290322821,3.341908290322821,3.341908290322821,"{""10"": 0.03383500096229846, ""11"": 0.03300316484415796}"
92,18.4,53.1994344042838,2.628412597889398,2.628412597889398,2.68613320641376,"{""10"": 0.0266173813854691, ""11"": 0.02595087057231886}"
93,18.6,53.3994344042838,2.68613320641376,2.68613320641376,2.628412597889398,"{""10"": 0.02721811367854551, ""11"": 0.026504550449729696}"
94,18.8,53.5994344042838,2.367179245488353,2.367179245488353,2.367179245488353,"{""10"": 0.024131973021512407, ""11"": 0.023211611888254654}"
95,19.0,53.7994344042838,2.212789759903568,2.212789759903568,2.212789759903568,"{""10"": 0.022096809893169957, ""11"": 0.022158985304901402}"
96,19.2,53.999434404283804,1.8800164980748264,1.8800164980748264,1.8800164980748264,"{""10"": 0.019021988340545314, ""11"": 0.018578341620951216}"
97,19.4,54.1994344042838,1.745991976181832,1.745991976181832,1.745991976181832,"{""10"": 0.017815066701589846, ""11"": 0.017104772822046796}"
98,19.6,54.3994344042838,1.677497126051914,1.677497126051914,1.719091067339707,"{""10"": 0.01718159022445415, ""11"": 0.01636835229658413}"
99,19.8,54.5994344042838,1.719091067339707,1.719091067339707,1.677497126051914,"{""10"": 0.017384636808469595, ""11"": 0.016997184538324543}"
100,20.0,54.7994344042838,1.4322288521068232,1.4322288521068232,1.4322288521068232,"{""10"": 0.014791685247587132, ""11"": 0.01385289179454933}"
101,20.2,54.999434404283804,1.2962116960716914,1.2962116960716914,1.2962116960716914,"{""10"": 0.013400486172749686, ""11"": 0.01252374774868414}"
102,20.4,55.1994344042838,1.1570135347369277,1.1570135347369277,1.1570135347369277,"{""10"": 0.011821306221271996, ""11"": 0.011318964473466557}"
103,20.6,55.3994344042838,0.9633676110823747,0.9633676110823747,0.9633676110823747,"{""10"": 0.00999467022900125, ""11"": 0.009272681992646244}"
104,20.8,55.5994344042838,0.8395359198390042,0.8395359198390042,0.8395359198390042,"{""10"": 0.008777867837055926, ""11"": 0.008012850559724156}"
105,21.0,55.7994344042838,0.6624239658720377,0.6624239658720377,0.6624239658720377,"{""10"": 0.006810282247727273, ""11"": 0.00643819706971348}"
106,21.2,55.999434404283804,0.5492902868336855,0.5492902868336855,0.5492902868336855,"{""10"": 0.005789456605614152, ""11"": 0.0051963491310595585}"
107,21.4,56.1994344042838,0.40884680762159686,0.40884680762159686,0.40884680762159686,"{""10"": 0.004199079352769649, ""11"": 0.003977856799662288}"
108,21.6,56.3994344042838,0.2794200072152171,0.2794200072152171,0.2794200072152171,"{""10"": 0.0029076803958533355, ""11"": 0.0026807197484510067}"
109,21.8,56.5994344042838,0.2226851998681549,0.2226851998681549,0.23319414618290868,"{""10"": 0.002311161892658919, ""11"": 0.002142542104704179}"
110,22.0,56.7994344042838,0.19858461944060507,0.19858461944060507,0.23319414618290868,"{""10"": 0.0020502620327007286, ""11"": 0.0019214303561113728}"
111,22.2,56.999434404283804,0.23319414618290868,0.23319414618290868,0.23131612422670045,"{""10"": 0.0023888700132433504, ""11"": 0.0022750129104148237}"
112,22.4,57.1994344042838,0.23492600130145846,0.23492600130145846,0.23319414618290868,"{""10"": 0.002372786865718754, ""11"": 0.0023257331603104155}"
113,22.6,57.3994344042838,0.23131612422670045,0.23131612422670045,0.23319414618290868,"{""10"": 0.0023061048002776716, ""11"": 0.0023202176842563368}"
114,22.8,57.5994344042838,0.2470196282888245,0.2470196282888245,0.23131612422670045,"{""10"": 0.0023569109035802204, ""11"": 0.002583481662196269}"
115,23.0,57.7994344042838,0.2139232359175887,0.2139232359175887,0.23131612422670045,"{""10"": 0.0022056082631140826, ""11"": 0.0020728564552376914}"
116,23.2,57.999434404283804,0.22558501077132848,0.22558501077132848,0.22558501077132848,"{""10"": 0.0024153861420789283, ""11"": 0.0020963140733476406}"
117,23.4,58.1994344042838,0.24331553686267018,0.24331553686267018,0.22558501077132848,"{""10"": 0.002539745205433633, ""11"": 0.0023265655318197706}"
118,23.6,58.3994344042838,0.21993385786575553,0.21993385786575553,0.2371436667178482,"{""10"": 0.0023136637058741513, ""11"": 0.0020850134514409594}"
119,23.8,58.5994344042838,0.2371436667178482,0.2371436667178482,0.24331553686267018,"{""10"": 0.0023595670830357887, ""11"": 0.0023833062513211748}"
120,24.0,58.7994344042838,0.27309910293760487,0.27309910293760487,0.27309910293760487,"{""10"": 0.002782967741896456, ""11"": 0.0026790143168556415}"
121,24.2,58.999434404283804,0.307110681401802,0.307110681401802,0.307110681401802,"{""10"": 0.002970280335246187, ""11"": 0.0031719332927898523}"
122,24.4,59.1994344042838,0.5095333761132916,0.5095333761132916,0.5095333761132916,"{""10"": 0.005291804217113579, ""11"": 0.004898863305152252}"
123,24.6,59.3994344042838,0.7152759495647683,0.7152759495647683,0.7152759495647683,"{""10"": 0.00728550236413786, ""11"": 0.007020016627157506}"
124,24.8,59.5994344042838,0.9586784947860314,0.9586784947860314,0.9586784947860314,"{""10"": 0.009923667642153387, ""11"": 0.009249902253567241}"
125,25.0,59.7994344042838,1.256124718805861,1.256124718805861,1.256124718805861,"{""10"": 0.012823670469521122, ""11"": 0.012298823906596102}"
126,25.2,59.999434404283804,1.5226846896485506,1.5226846896485506,1.5226846896485506,"{""10"": 0.015430421152341561, ""11"": 0.015023272640629453}"
127,25.4,60.1994344042838,2.0165181409133064,2.0165181409133064,2.0165181409133064,"{""10"": 0.02066025956750734, ""11"": 0.019670103250758787}"
128,25.6,60.3994344042838,2.6519761990964548,2.6519761990964548,2.6519761990964548,"{""10"": 0.02695427236826299, ""11"": 0.026085251613666108}"
129,25.8,60.5994344042838,3.559612172131463,3.559612172131463,3.559612172131463,"{""10"": 0.036426881937030114, ""11"": 0.034765361505599134}"
130,26.0,60.7994344042838,4.666785070808141,4.666785070808141,4.666785070808141,"{""10"": 0.04743704251632585, ""11"": 0.04589865889983698}"
131,26.2,60.999434404283804,6.138066570790935,6.138066570790935,6.138066570790935,"{""10"": 0.062102385298003764, ""11"": 0.060658946117814916}"
132,26.4,61.1994344042838,7.882910634023729,7.882910634023729,7.882910634023729,"{""10"": 0.07961800939480976, ""11"": 0.07804020328566481}"
133,26.6,61.3994344042838,9.564567116028849,9.564567116028849,9.564567116028849,"{""10"": 0.09683451402263726, ""11"": 0.09445682829793974}"
134,26.8,61.5994344042838,11.3695407586599,11.3695407586599,11.3695407586599,"{""10"": 0.11464277228163426, ""11"": 0.11274804289156375}"
135,27.0,61.7994344042838,13.152204265974754,13.152204265974754,13.152204265974754,"{""10"": 0.1329294901126273, ""11"": 0.13011459520686777}"
136,27.2,61.999434404283804,14.865615927142507,14.865615927142507,14.865615927142507,"{""10"": 0.15022448925327994, ""11"": 0.14708782928957018}"
137,27.4,62.1994344042838,16.728305071689775,16.728305071689775,16.728305071689775,"{""10"": 0.16849091002624408, ""11"": 0.16607519140755145}"
138,27.6,62.3994344042838,18.546162753984653,18.546162753984653,18.546162753984653,"{""10"": 0.18708185537711297, ""11"": 0.18384139970258007}"
139,27.8,62.5994344042838,20.3221091958996,20.3221091958996,20.3221091958996,"{""10"": 0.2046351863369091, ""11"": 0.20180699758108292}"
140,28.0,62.7994344042838,22.10056949313935,22.10056949313935,22.10056949313935,"{""10"": 0.22269284367640277, ""11"": 0.21931854618638422}"
141,28.2,62.999434404283804,23.917916611590968,23.917916611590968,23.917916611590968,"{""10"": 0.24100565882119163, ""11"": 0.23735267341062768}"
142,28.4,63.1994344042838,25.84626108767304,25.84626108767304,25.84626108767304,"{""10"": 0.2604390039438088, ""11"": 0.2564862178096519}"
143,28.6,63.3994344042838,27.840137755444193,27.840137755444193,27.840137755444193,"{""10"": 0.2802785016920623, ""11"": 0.2765242534168215}"
144,28.8,63.5994344042838,29.96684872828668,29.96684872828668,29.96684872828668,"{""10"": 0.30154367138051996, ""11"": 0.2977933031852137}"
145,29.0,63.7994344042838,32.120989635085536,32.120989635085536,32.120989635085536,"{""10"": 0.32296906248009727, ""11"": 0.31945073022161347}"
146,29.2,63.999434404283804,34.26664986196772,34.26664986196772,34.26664986196772,"{""10"": 0.34462285356517414, ""11"": 0.34071014367418023}"
147,29.4,64.1994344042838,36.29805788115603,36.29805788115603,36.29805788115603,"{""10"": 0.36478678153448896, ""11"": 0.3611743760886317}"
148,29.6,64.3994344042838,38.3681694734968,38.3681694734968,38.3681694734968,"{""10"": 0.3855828299940107, ""11"": 0.38178055947592526}"
149,29.8,64.5994344042838,40.43851295775016,40.43851295775016,40.43851295775016,"{""10"": 0.40608035178214014, ""11"": 0.40268990737286303}"
150,30.0,64.7994344042838,42.40453848918416,42.40453848918416,42.40453848918416,"{""10"": 0.42574645755215784, ""11"": 0.42234431223152535}"
151,30.2,64.9994344042838,44.400450594590644,44.400450594590644,44.400450594590644,"{""10"": 0.4457343484341084, ""11"": 0.4422746634577045}"
152,30.4,65.1994344042838,46.40705437239563,46.40705437239563,46.40705437239563,"{""10"": 0.46569034286112865, ""11"": 0.462450744586784}"
153,30.6,65.3994344042838,48.41519373564176,48.41519373564176,48.41519373564176,"{""10"": 0.4856127282726783, ""11"": 0.48269114644015687}"
154,30.8,65.5994344042838,50.54331248602006,50.54331248602006,50.54331248602006,"{""10"": 0.5069878273485605, ""11"": 0.5038784223718407}"
155,31.0,65.7994344042838,52.82023003153146,52.82023003153146,52.82023003153146,"{""10"": 0.5298094217661575, ""11"": 0.5265951788644716}"
156,31.2,65.9994344042838,55.22340368508366,55.22340368508366,55.22340368508366,"{""10"": 0.5538393892965646, ""11"": 0.5506286844051086}"
157,31.4,66.1994344042838,57.627820786758654,57.627820786758654,57.627820786758654,"{""10"": 0.5777888987013934, ""11"": 0.5747675170337798}"
158,31.6,66.3994344042838,60.032435682383735,60.032435682383735,60.032435682383735,"{""10"": 0.6018464025411963, ""11"": 0.5988023111064784}"
159,31.8,66.5994344042838,61.53408625126432,61.53408625126432,60.69100371465312,"{""10"": 0.6169677784585393, ""11"": 0.613713946566747}"
160,32.0,66.7994344042838,60.76216932948357,60.76216932948357,60.76216932948357,"{""10"": 0.6092048456653929, ""11"": 0.6060385409242787}"
161,32.2,66.9994344042838,60.69100371465312,60.69100371465312,60.84186239934384,"{""10"": 0.6084368829594274, ""11"": 0.6053831913336352}"
162,32.4,67.1994344042838,60.84186239934384,60.84186239934384,60.84186239934384,"{""10"": 0.6100321031331566, ""11"": 0.6068051448537201}"
163,32.6,67.3994344042838,60.92062473837545,60.92062473837545,60.87800127415952,"{""10"": 0.6108534521238957, ""11"": 0.6075590426436133}"
164,32.8,67.5994344042838,60.93264369066896,60.93264369066896,60.87800127415952,"{""10"": 0.6108769095708547, ""11"": 0.6077759642425246}"
165,33.0,67.7994344042838,60.87800127415952,60.87800127415952,60.87800127415952,"{""10"": 0.6101047659397603, ""11"": 0.6074552595434302}"
166,33.2,67.9994344042838,60.401521564274084,60.401521564274084,60.401521564274084,"{""10"": 0.6054035070502568, ""11"": 0.6026269242352249}"
167,33.4,68.1994344042838,59.796506915578554,59.796506915578554,59.796506915578554,"{""10"": 0.5994099707256407, ""11"": 0.5965201675859303}"
168,33.6,68.3994344042838,58.98940267645825,58.98940267645825,58.98940267645825,"{""10"": 0.5912526641169952, ""11"": 0.5885353894121699}"
169,33.8,68.5994344042838,58.10271350401972,58.10271350401972,58.10271350401972,"{""10"": 0.5825132545257729, ""11"": 0.5795410155546216}"
170,34.0,68.7994344042838,57.030605967731816,57.030605967731816,57.030605967731816,"{""10"": 0.57181393305958, ""11"": 0.5687981862950563}"
171,34.2,68.9994344042838,55.8422452538351,55.8422452538351,55.8422452538351,"{""10"": 0.5600610094628612, ""11"": 0.5567838956138409}"
172,34.4,69.1994344042838,54.64938197653242,54.64938197653242,54.64938197653242,"{""10"": 0.5479432311032761, ""11"": 0.5450444084273723}"
173,34.6,69.3994344042838,53.48975204810304,53.48975204810304,53.48975204810304,"{""10"": 0.5365533162663618, ""11"": 0.5332417246956991}"
174,34.8,69.5994344042838,52.326997067735604,52.326997067735604,52.326997067735604,"{""10"": 0.524798701787566, ""11"": 0.5217412395671459}"
175,35.0,69.7994344042838,51.185301679521174,51.185301679521174,51.185301679521174,"{""10"": 0.513522472771586, ""11"": 0.5101835608188375}"
176,35.2,69.9994344042838,50.049187084966086,50.049187084966086,50.049187084966086,"{""10"": 0.502156516320992, ""11"": 0.4988272253783298}"
177,35.4,70.1994344042838,48.87695278365042,48.87695278365042,48.87695278365042,"{""10"": 0.4904914183634963, ""11"": 0.487047637309512}"
178,35.6,70.3994344042838,47.78163856588111,47.78163856588111,47.78163856588111,"{""10"": 0.4794287434572639, ""11"": 0.4762040278603584}"
179,35.8,70.5994344042838,46.64260263288893,46.64260263288893,46.64260263288893,"{""10"": 0.46804237920902947, ""11"": 0.4648096734487492}"
180,36.0,70.7994344042838,45.507272174392575,45.507272174392575,45.507272174392575,"{""10"": 0.45681566578089944, ""11"": 0.45332977770695204}"
181,36.2,70.9994344042838,44.36593181014082,44.36593181014082,44.36593181014082,"{""10"": 0.4451714259546363, ""11"": 0.4421472102481801}"
182,36.4,71.1994344042838,43.234699962236945,43.234699962236945,43.234699962236945,"{""10"": 0.43425160466641705, ""11"": 0.43044239457832184}"
183,36.6,71.3994344042838,42.05485265886563,42.05485265886563,42.05485265886563,"{""10"": 0.4223865667251411, ""11"": 0.4187104864521714}"
184,36.8,71.5994344042838,40.99584442349208,40.99584442349208,40.99584442349208,"{""10"": 0.41183949651574264, ""11"": 0.40807739195409887}"
185,37.0,71.7994344042838,39.85395432573593,39.85395432573593,39.85395432573593,"{""10"": 0.400300418895127, ""11"": 0.3967786676195916}"
186,37.2,71.9994344042838,38.652379830146,38.652379830146,38.652379830146,"{""10"": 0.3881851660649967, ""11"": 0.3848624305379233}"
187,37.4,72.1994344042838,37.47207931564688,37.47207931564688,37.47207931564688,"{""10"": 0.37650367357643777, ""11"": 0.37293791273649973}"
188,37.6,72.3994344042838,36.260663310423844,36.260663310423844,36.260663310423844,"{""10"": 0.36449475406151427, ""11"": 0.3607185121469627}"
189,37.8,72.5994344042838,35.03931051173886,35.03931051173886,35.03931051173886,"{""10"": 0.3523812946549647, ""11"": 0.3484049155798126}"
190,38.0,72.7994344042838,33.96636196400708,33.96636196400708,33.96636196400708,"{""10"": 0.34159899378338515, ""11"": 0.3377282454967563}"
191,38.2,72.9994344042838,32.8041981187867,32.8041981187867,32.8041981187867,"{""10"": 0.32992496601167787, ""11"": 0.3261589963640561}"
192,38.4,73.1994344042838,31.719922245947448,31.719922245947448,31.719922245947448,"{""10"": 0.319188952199833, ""11"": 0.3152094927191159}"
193,38.6,73.3994344042838,30.637694433975547,30.637694433975547,30.637694433975547,"{""10"": 0.3081925597975454, ""11"": 0.30456132888196563}"
194,38.8,73.5994344042838,29.540566881798092,29.540566881798092,29.540566881798092,"{""10"": 0.29730892445723284, ""11"": 0.29350241317872905}"
195,39.0,73.7994344042838,28.386898629820045,28.386898629820045,28.386898629820045,"{""10"": 0.28551395958241266, ""11"": 0.2822240130139883}"
