frame,video_time_s,run_elapsed_s,position_raw,position_percent,position_smooth_percent,visible_moving_markers,marker_progress
92,18.400000000000002,36.26190805430425,0.02496256689326155,2.496256689326155,2.496256689326155,2,"{'11': 0.02497960388677164, '10': 0.024945529899751462}"
93,18.6,36.4619033240212,0.022889673479649777,2.2889673479649777,2.2889673479649777,2,"{'11': 0.023054203331595937, '10': 0.02272514362770362}"
94,18.8,36.661898593738144,0.020368009772810676,2.0368009772810676,2.0368009772810676,2,"{'11': 0.020396312131819874, '10': 0.02033970741380148}"
95,19.0,36.861893863455094,0.018336061869413407,1.8336061869413407,1.8336061869413407,2,"{'11': 0.01813852723242922, '10': 0.018533596506397593}"
96,19.200000000000003,37.06188913317205,0.015904323919490884,1.5904323919490884,1.5904323919490884,2,"{'11': 0.015730954774944936, '10': 0.01607769306403683}"
97,19.400000000000002,37.261884402889,0.01461819242097287,1.4618192420972869,1.4618192420972869,2,"{'11': 0.014581499850669522, '10': 0.014654884991276217}"
98,19.6,37.46187967260595,0.01285587028608619,1.285587028608619,1.285587028608619,2,"{'11': 0.01242013446831535, '10': 0.01329160610385703}"
99,19.8,37.6618749423229,0.012047507067542889,1.2047507067542889,1.2047507067542889,2,"{'11': 0.011677754261868338, '10': 0.01241725987321744}"
100,20.0,37.861870212039854,0.010188478434446467,1.0188478434446469,1.0188478434446469,2,"{'11': 0.009923013611483041, '10': 0.010453943257409894}"
101,20.200000000000003,38.06186548175681,0.008178814643571647,0.8178814643571647,0.8178814643571647,2,"{'11': 0.007987348968669355, '10': 0.00837028031847394}"
102,20.400000000000002,38.26186075147376,0.006841618492819661,0.6841618492819661,0.6841618492819661,2,"{'11': 0.006954044798114601, '10': 0.00672919218752472}"
103,20.6,38.461856021190705,0.005682463761875806,0.5682463761875806,0.5682463761875806,2,"{'11': 0.005685168687611813, '10': 0.005679758836139798}"
104,20.8,38.661851290907656,0.004737609978062087,0.47376099780620873,0.47376099780620873,2,"{'11': 0.005000581025437188, '10': 0.004474638930686986}"
105,21.0,38.861846560624606,0.003297489281932595,0.3297489281932595,0.3297489281932595,2,"{'11': 0.0035879908051593013, '10': 0.003006987758705889}"
106,21.200000000000003,39.061841830341564,0.002071323737073186,0.20713237370731857,0.20713237370731857,2,"{'11': 0.002209441994695877, '10': 0.0019332054794504946}"
107,21.400000000000002,39.261837100058514,0.0014745063848325792,0.14745063848325793,0.14745063848325793,2,"{'11': 0.001749499693618941, '10': 0.0011995130760462174}"
108,21.6,39.461832369775465,0.0014140841591556053,0.14140841591556053,0.14745063848325793,2,"{'11': 0.0016670051544780133, '10': 0.0011611631638331972}"
109,21.8,39.661827639492415,0.0019919534406877856,0.19919534406877856,0.14140841591556053,2,"{'11': 0.0024654333907919677, '10': 0.0015184734905836035}"
110,22.0,39.861822909209366,0.001274257710107982,0.1274257710107982,0.1274257710107982,2,"{'11': 0.0015578135092767758, '10': 0.000990701910939188}"
111,22.200000000000003,40.061818178926316,0.001140529555121644,0.11405295551216439,0.11405295551216439,2,"{'11': 0.0015188322215267318, '10': 0.0007622268887165558}"
112,22.400000000000002,40.26181344864327,0.0007753655573653157,0.07753655573653156,0.07753655573653156,2,"{'11': 0.0008543913311204519, '10': 0.0006963397836101795}"
113,22.6,40.46180871836022,0.0006361308021362695,0.06361308021362695,0.06361308021362695,2,"{'11': 0.0009601806021551772, '10': 0.00031208100211736165}"
114,22.8,40.66180398807717,9.006090884952009e-05,0.009006090884952009,0.02368185069191502,2,"{'11': 0.00041120615956617777, '10': -0.0002310843418671376}"
115,23.0,40.86179925779412,0.00023681850691915018,0.02368185069191502,0.02368185069191502,2,"{'11': 0.0005793071430588615, '10': -0.00010567012922056111}"
116,23.200000000000003,41.06179452751107,0.0004625932812047102,0.04625932812047102,0.04625932812047102,2,"{'11': 0.0007436103622259869, '10': 0.00018157620018343355}"
117,23.400000000000002,41.26178979722802,0.0006059808190790211,0.060598081907902106,0.04625932812047102,2,"{'11': 0.000538548670705725, '10': 0.000673412967452317}"
118,23.6,41.46178506694497,0.0003953787429084307,0.039537874290843066,0.04801720169291175,2,"{'11': 0.0005200606546139676, '10': 0.00027069683120289385}"
119,23.8,41.66178033666192,0.0004801720169291175,0.04801720169291175,0.04801720169291175,2,"{'11': 0.0005850539332373991, '10': 0.0003752901006208359}"
120,24.0,41.86177560637887,0.0016281213547341808,0.16281213547341808,0.16281213547341808,2,"{'11': 0.0018897161137592805, '10': 0.001366526595709081}"
121,24.200000000000003,42.06177087609582,0.0038341589953553986,0.38341589953553984,0.38341589953553984,2,"{'11': 0.0037261526402223503, '10': 0.003942165350488447}"
122,24.400000000000002,42.26176614581277,0.00597605877251307,0.597605877251307,0.597605877251307,2,"{'11': 0.006092438549114521, '10': 0.005859678995911619}"
123,24.6,42.46176141552972,0.008297373221489508,0.8297373221489508,0.8297373221489508,2,"{'11': 0.008193239011687127, '10': 0.008401507431291888}"
124,24.8,42.66175668524667,0.011558365088973012,1.1558365088973013,1.1558365088973013,2,"{'11': 0.011219740488729531, '10': 0.011896989689216493}"
125,25.0,42.86175195496362,0.014053915008133766,1.4053915008133766,1.4053915008133766,2,"{'11': 0.014188884821796987, '10': 0.013918945194470546}"
126,25.200000000000003,43.06174722468057,0.01808308706290579,1.808308706290579,1.808308706290579,2,"{'11': 0.017949275473314444, '10': 0.018216898652497135}"
127,25.400000000000002,43.261742494397524,0.0234305022852556,2.34305022852556,2.34305022852556,2,"{'11': 0.023289025493330503, '10': 0.023571979077180696}"
128,25.6,43.461737764114474,0.029930413092400264,2.9930413092400263,2.9930413092400263,2,"{'11': 0.0297853337908767, '10': 0.03007549239392383}"
129,25.8,43.661733033831425,0.03571080518861739,3.571080518861739,3.571080518861739,2,"{'11': 0.03551906409122055, '10': 0.035902546286014234}"
130,26.0,43.861728303548375,0.04219786937272809,4.219786937272809,4.219786937272809,2,"{'11': 0.041983740676411675, '10': 0.042411998069044506}"
131,26.200000000000003,44.061723573265326,0.05015309861988266,5.015309861988266,5.015309861988266,2,"{'11': 0.04975032258023242, '10': 0.0505558746595329}"
132,26.400000000000002,44.261718842982276,0.05812658593910683,5.812658593910683,5.812658593910683,2,"{'11': 0.0577452100941909, '10': 0.05850796178402275}"
133,26.6,44.46171411269923,0.06894044043286776,6.894044043286776,6.894044043286776,2,"{'11': 0.06863937199228115, '10': 0.06924150887345439}"
134,26.8,44.66170938241618,0.07917151873132426,7.917151873132426,7.917151873132426,2,"{'11': 0.07873670751588834, '10': 0.07960632994676019}"
135,27.0,44.86170465213313,0.09052019006094669,9.05201900609467,9.05201900609467,2,"{'11': 0.0898645224204776, '10': 0.0911758577014158}"
136,27.200000000000003,45.061699921850085,0.10167715941702057,10.167715941702058,10.167715941702058,2,"{'11': 0.10086865560158413, '10': 0.102485663232457}"
137,27.400000000000002,45.261695191567036,0.11371239757416796,11.371239757416795,11.371239757416795,2,"{'11': 0.1130791572571673, '10': 0.11434563789116861}"
138,27.6,45.46169046128398,0.12530294377333012,12.530294377333012,12.530294377333012,2,"{'11': 0.12440968746629869, '10': 0.12619620008036153}"
139,27.8,45.66168573100093,0.13709260533825757,13.709260533825757,13.709260533825757,2,"{'11': 0.136334114390489, '10': 0.1378510962860261}"
140,28.0,45.86168100071788,0.14937723997983465,14.937723997983465,14.937723997983465,2,"{'11': 0.14839888218289568, '10': 0.1503555977767736}"
141,28.200000000000003,46.06167627043484,0.16121956129959117,16.121956129959116,16.121956129959116,2,"{'11': 0.16041562887496186, '10': 0.16202349372422048}"
142,28.400000000000002,46.26167154015179,0.17305029934153898,17.305029934153897,17.305029934153897,2,"{'11': 0.17197741670874886, '10': 0.17412318197432913}"
143,28.6,46.46166680986874,0.18459084242211496,18.459084242211496,18.459084242211496,2,"{'11': 0.18357475424363967, '10': 0.18560693060059025}"
144,28.8,46.66166207958569,0.19642474369777474,19.642474369777474,19.642474369777474,2,"{'11': 0.19557492372489346, '10': 0.19727456367065604}"
145,29.0,46.86165734930264,0.20842038520833106,20.842038520833107,20.842038520833107,2,"{'11': 0.20734444496996363, '10': 0.2094963254466985}"
146,29.200000000000003,47.0616526190196,0.21920147895197512,21.920147895197513,21.920147895197513,2,"{'11': 0.21832127721810565, '10': 0.2200816806858446}"
147,29.400000000000002,47.26164788873654,0.23079055149270272,23.07905514927027,23.07905514927027,2,"{'11': 0.2298015390794586, '10': 0.23177956390594687}"
148,29.6,47.46164315845349,0.24286943462841065,24.286943462841066,24.286943462841066,2,"{'11': 0.24185931375813693, '10': 0.2438795554986844}"
149,29.8,47.66163842817044,0.25464648143026836,25.464648143026835,25.464648143026835,2,"{'11': 0.25371661744018076, '10': 0.25557634542035595}"
150,30.0,47.86163369788739,0.26722510199853683,26.722510199853684,26.722510199853684,2,"{'11': 0.2662224477082899, '10': 0.26822775628878376}"
151,30.200000000000003,48.06162896760435,0.279678194616368,27.9678194616368,27.9678194616368,2,"{'11': 0.2787399880029235, '10': 0.28061640122981246}"
152,30.400000000000002,48.2616242373213,0.2928424221692373,29.28424221692373,29.28424221692373,2,"{'11': 0.2918404646855445, '10': 0.29384437965293014}"
153,30.6,48.46161950703825,0.30609787272219224,30.609787272219226,30.609787272219226,2,"{'11': 0.3050884491936836, '10': 0.3071072962507008}"
154,30.8,48.6616147767552,0.31996244349633207,31.99624434963321,31.99624434963321,2,"{'11': 0.31895272260316254, '10': 0.3209721643895016}"
155,31.0,48.86161004647215,0.33350044169644133,33.350044169644136,33.350044169644136,2,"{'11': 0.3324059288661664, '10': 0.3345949545267163}"
156,31.200000000000003,49.0616053161891,0.34702278846496093,34.70227884649609,34.70227884649609,2,"{'11': 0.3461871690816411, '10': 0.3478584078482807}"
157,31.400000000000002,49.26160058590605,0.3594632401260498,35.94632401260498,35.94632401260498,2,"{'11': 0.3584821154361407, '10': 0.3604443648159589}"
158,31.6,49.461595855623,0.3690481122342261,36.90481122342261,36.90481122342261,2,"{'11': 0.3680561445247324, '10': 0.37004007994371985}"
159,31.8,49.66159112533995,0.37149009740977623,37.149009740977625,37.149009740977625,2,"{'11': 0.3703958773944101, '10': 0.3725843174251424}"
160,32.0,49.861586395056904,0.37170645021424964,37.17064502142497,37.149009740977625,2,"{'11': 0.37039169268997635, '10': 0.373021207738523}"
161,32.2,50.061581664773854,0.37148933072393836,37.14893307239384,37.17064502142497,2,"{'11': 0.37034138487111773, '10': 0.372637276576759}"
162,32.4,50.261576934490805,0.37171235328645585,37.17123532864559,37.17123532864559,2,"{'11': 0.3705881111375947, '10': 0.372836595435317}"
163,32.6,50.461572204207755,0.3723485299347627,37.23485299347627,37.205939241854814,2,"{'11': 0.371397099715446, '10': 0.3732999601540794}"
164,32.800000000000004,50.661567473924705,0.37205939241854813,37.205939241854814,37.205939241854814,2,"{'11': 0.3711199023313798, '10': 0.37299888250571644}"
165,33.0,50.861562743641656,0.37181205978606857,37.181205978606855,37.181205978606855,2,"{'11': 0.3706051030511655, '10': 0.3730190165209716}"
166,33.2,51.061558013358606,0.3678736174992503,36.787361749925026,36.787361749925026,2,"{'11': 0.3668495832922669, '10': 0.3688976517062337}"
167,33.4,51.26155328307556,0.36042586871286386,36.04258687128639,36.04258687128639,2,"{'11': 0.35930815185390697, '10': 0.3615435855718207}"
168,33.6,51.46154855279251,0.35285676452652714,35.285676452652716,35.285676452652716,2,"{'11': 0.35188716305246387, '10': 0.3538263660005905}"
169,33.800000000000004,51.66154382250946,0.3434013809486568,34.34013809486568,34.34013809486568,2,"{'11': 0.3422605068696813, '10': 0.3445422550276323}"
170,34.0,51.86153909222641,0.33247680965251697,33.247680965251696,33.247680965251696,2,"{'11': 0.33153621243365317, '10': 0.3334174068713808}"
171,34.2,52.06153436194336,0.3209253057337319,32.09253057337319,32.09253057337319,2,"{'11': 0.319733469843738, '10': 0.32211714162372584}"
172,34.4,52.26152963166031,0.3105877276686331,31.058772766863306,31.058772766863306,2,"{'11': 0.3095935836249946, '10': 0.3115818717122715}"
173,34.6,52.46152490137726,0.2993202962300108,29.93202962300108,29.93202962300108,2,"{'11': 0.2983131502124528, '10': 0.3003274422475687}"
174,34.800000000000004,52.66152017109421,0.2880282566420408,28.80282566420408,28.80282566420408,2,"{'11': 0.28699556917711005, '10': 0.2890609441069716}"
175,35.0,52.86151544081116,0.2772386101497013,27.72386101497013,27.72386101497013,2,"{'11': 0.2760554673815241, '10': 0.2784217529178785}"
176,35.2,53.06151071052811,0.26600871767307055,26.600871767307055,26.600871767307055,2,"{'11': 0.26492403301304174, '10': 0.2670934023330993}"
177,35.4,53.26150598024506,0.2558643357420206,25.58643357420206,25.58643357420206,2,"{'11': 0.254481433427821, '10': 0.2572472380562203}"
178,35.6,53.46150124996201,0.24519500221024854,24.519500221024852,24.519500221024852,2,"{'11': 0.24413625709697812, '10': 0.24625374732351898}"
179,35.800000000000004,53.66149651967896,0.23438522007275697,23.438522007275697,23.438522007275697,2,"{'11': 0.23319312580625903, '10': 0.23557731433925494}"
180,36.0,53.86149178939591,0.22404949525794282,22.404949525794283,22.404949525794283,2,"{'11': 0.22267024602180416, '10': 0.2254287444940815}"
181,36.2,54.061487059112864,0.21307089394924134,21.307089394924134,21.307089394924134,2,"{'11': 0.2118723781082473, '10': 0.2142694097902354}"
182,36.4,54.261482328829814,0.20313446661790452,20.31344666179045,20.31344666179045,2,"{'11': 0.20222471614380397, '10': 0.20404421709200504}"
183,36.6,54.461477598546765,0.19391979823162192,19.391979823162192,19.391979823162192,2,"{'11': 0.19259636546991293, '10': 0.1952432309933309}"
184,36.800000000000004,54.66147286826373,0.18292485191936497,18.292485191936496,18.292485191936496,2,"{'11': 0.18171937508331176, '10': 0.18413032875541815}"
185,37.0,54.861468137980665,0.1728309840645571,17.28309840645571,17.28309840645571,2,"{'11': 0.17162660486558454, '10': 0.17403536326352964}"
186,37.2,55.06146340769763,0.1616390940073775,16.16390940073775,16.16390940073775,2,"{'11': 0.16048419826633692, '10': 0.16279398974841808}"
187,37.4,55.261458677414566,0.1503238085448482,15.03238085448482,15.03238085448482,2,"{'11': 0.14914772875461194, '10': 0.15149988833508446}"
188,37.6,55.46145394713152,0.13895331360107455,13.895331360107456,13.895331360107456,2,"{'11': 0.1378813703232511, '10': 0.14002525687889802}"
189,37.800000000000004,55.66144921684848,0.12850192018413725,12.850192018413725,12.850192018413725,2,"{'11': 0.12743147170877284, '10': 0.12957236865950167}"
190,38.0,55.86144448656542,0.11765994199687851,11.765994199687851,11.765994199687851,2,"{'11': 0.11671608503448803, '10': 0.118603798959269}"
